,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,Neighborhood,OverallQual,OverallCond,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,SC_Abnorml,SC_AdjLand,SC_Alloca,SC_Family,SC_Normal,SC_Partial,SalePrice
367,1159,20,3,92.0,11932,2,1,2,2,1.0,1,2,4,4,19,8,5,6,1,5.0,1580,0,0,2,0,3,1,3,7,0,4.0,3,830,3,2,0,24,0,0,0,0,0,0,0,0,0,0,0,1,235128
368,1173,160,4,35.0,4017,2,2,2,2,1.0,1,4,4,3,19,7,5,6,1,5.0,625,625,0,2,1,2,1,3,5,0,3.0,2,625,3,2,0,54,0,0,0,0,0,0,0,0,0,0,1,0,171900
369,1192,160,4,24.0,2645,2,1,2,2,1.0,1,4,4,2,19,8,5,6,1,5.0,764,677,0,2,1,2,1,3,5,0,3.0,2,492,3,2,206,0,0,0,0,0,0,0,0,0,0,0,1,0,174000
370,1210,20,3,85.0,10182,2,2,2,2,3.0,1,6,4,4,19,8,5,6,1,5.0,1660,0,0,2,0,3,1,3,8,1,4.0,2,500,3,2,322,50,0,0,0,0,0,0,0,0,0,0,0,1,290000
371,1218,20,4,72.0,8640,2,1,2,2,1.0,1,4,4,4,19,8,5,6,1,5.0,1314,0,0,2,0,3,1,3,6,0,4.0,2,552,3,2,135,112,0,0,0,0,0,0,0,0,0,0,0,1,229456
372,1227,60,3,86.0,14598,2,2,2,2,3.0,1,2,4,4,19,6,5,6,1,5.0,894,1039,0,2,1,4,1,3,9,1,5.0,3,668,3,2,100,18,0,0,0,0,0,0,0,0,0,0,1,0,214000
373,1242,20,3,83.0,9849,2,1,2,2,1.0,1,4,4,4,19,7,6,6,1,5.0,1689,0,0,2,0,3,1,3,7,0,4.0,3,954,3,2,0,56,0,0,0,0,0,0,0,0,0,0,0,1,248328
374,1247,60,4,65.0,8125,2,1,2,2,1.0,1,4,4,4,19,7,5,6,1,5.0,756,797,0,2,1,3,1,3,6,0,4.0,2,615,3,2,0,45,0,0,0,0,0,0,0,0,0,0,0,1,186500
375,1266,160,4,35.0,3735,2,1,2,2,2.0,1,4,4,3,19,7,5,6,1,5.0,713,739,0,2,1,3,1,3,6,0,3.0,2,506,3,2,0,34,0,0,0,0,0,0,0,0,0,0,1,0,183900
376,1304,20,3,73.0,8688,2,1,2,2,1.0,1,4,4,4,19,7,5,6,1,5.0,1616,0,0,2,0,3,1,3,7,0,4.0,3,834,3,2,208,59,0,0,0,0,0,0,0,0,0,0,1,0,232000
377,1318,120,4,47.0,4230,2,1,2,2,1.5,1,4,4,3,19,7,5,6,1,5.0,1352,0,0,2,0,2,1,3,5,1,4.0,2,466,3,2,0,241,0,0,0,0,0,0,0,0,0,0,0,1,208900
378,1325,20,3,75.0,9986,2,1,2,2,1.0,1,4,4,4,19,8,5,6,1,5.0,1795,0,0,2,0,2,1,3,7,1,4.0,3,895,3,2,0,49,0,0,0,0,0,0,0,0,0,0,0,1,147000
379,1331,20,3,85.0,10000,2,1,2,2,1.0,1,4,4,4,19,8,5,6,1,5.0,1588,0,0,2,0,3,1,3,7,1,4.0,3,825,3,2,144,45,0,0,0,0,0,0,0,0,0,0,1,0,227000
380,1359,160,4,70.04995836802665,2117,2,1,2,2,1.0,1,4,4,2,19,6,5,6,1,5.0,769,804,0,2,1,3,1,3,5,0,3.0,2,440,3,2,0,32,0,0,0,0,0,0,0,0,0,0,1,0,177500
381,1365,160,4,30.0,3180,2,1,2,2,1.0,1,4,4,3,19,7,5,6,1,5.0,520,600,0,2,1,2,1,3,4,0,3.0,2,480,3,2,0,166,0,0,0,0,0,0,1,0,0,0,0,0,144152
382,1366,60,4,70.04995836802665,7500,2,1,2,2,1.0,1,4,4,4,19,7,5,6,1,5.0,814,860,0,2,1,3,1,3,7,0,4.0,2,663,3,2,0,96,0,0,0,0,0,0,0,0,0,0,1,0,216000
383,1375,60,4,85.0,10625,2,1,2,2,1.0,1,4,4,4,19,7,5,6,1,5.0,1026,932,0,2,1,3,1,3,9,1,4.0,3,936,3,2,154,210,0,0,0,0,0,0,0,0,0,0,1,0,250000
384,1404,20,3,49.0,15256,2,2,2,2,3.0,1,3,4,4,19,8,5,6,1,5.0,1464,0,0,2,0,3,1,3,6,0,4.0,3,754,3,2,168,160,0,0,0,0,0,0,0,0,0,0,1,0,282922
385,1443,60,4,85.0,11003,2,1,2,2,1.0,1,4,4,4,19,10,5,6,1,5.0,1026,981,0,2,1,3,1,4,10,1,4.0,3,812,3,2,168,52,0,0,0,0,0,0,0,0,0,0,1,0,310000
386,1452,20,3,78.0,9262,2,1,2,2,1.0,1,4,4,4,19,8,5,6,1,5.0,1578,0,0,2,0,3,1,4,7,1,4.0,3,840,3,2,0,36,0,0,0,0,0,0,0,0,0,0,0,1,287090
387,1455,20,4,62.0,7500,2,1,2,2,1.0,1,4,4,4,19,7,5,6,1,5.0,1221,0,0,2,0,2,1,3,6,0,4.0,2,400,3,2,0,113,0,0,0,0,0,0,0,0,0,0,1,0,185000
388,8,60,3,70.04995836802665,10382,2,2,2,2,1.5,1,7,4,4,13,7,6,6,1,5.0,1107,983,0,2,1,3,1,2,7,2,4.0,2,484,3,2,235,204,228,0,0,0,0,350,0,0,0,0,1,0,200000
389,101,20,3,70.04995836802665,10603,2,2,2,2,1.0,1,4,4,4,13,6,7,6,1,5.0,1610,0,0,2,0,3,1,3,6,2,4.0,2,480,3,2,168,68,0,0,0,0,0,0,0,0,0,0,1,0,205000
390,110,20,3,105.0,11751,2,2,2,2,1.0,1,4,4,4,13,6,6,6,1,5.0,1844,0,0,2,0,3,1,2,7,1,4.0,2,546,3,2,0,122,0,0,0,0,3,0,0,0,0,0,1,0,190000
391,125,20,3,48.0,17043,2,2,2,2,3.0,1,4,4,4,13,6,5,6,1,5.0,1586,0,0,2,0,3,1,2,7,1,4.0,2,435,3,2,192,0,0,0,0,0,0,0,0,0,0,0,1,0,181000
392,136,20,3,80.0,10400,2,1,2,2,1.0,1,4,4,4,13,7,6,6,1,5.0,1682,0,0,2,0,3,1,2,7,1,4.0,2,530,3,2,98,0,0,0,0,0,3,0,0,0,0,0,1,0,174000
393,153,60,3,70.04995836802665,14803,2,2,2,2,3.0,1,4,4,4,13,6,5,6,1,5.0,1097,896,0,2,1,4,1,2,8,1,4.0,2,495,3,2,0,66,0,0,0,0,2,0,0,0,0,0,1,0,190000
394,223,60,3,85.0,11475,2,1,2,2,1.0,1,3,4,4,13,6,6,6,1,5.0,811,741,0,2,1,3,1,2,6,1,4.0,2,434,3,2,209,208,0,0,0,0,3,0,0,0,0,0,1,0,179900
395,246,20,3,80.0,10400,2,1,2,2,1.0,1,4,4,4,13,7,5,6,1,5.0,1872,0,1,2,0,3,1,2,6,1,4.0,2,604,3,2,197,39,0,0,0,0,0,0,0,0,0,0,1,0,241500
396,266,20,3,78.0,12090,2,2,2,2,1.0,1,4,4,4,13,6,6,6,1,5.0,1422,0,0,2,0,3,1,3,7,1,4.0,2,576,3,2,276,0,0,0,0,0,4,0,0,0,0,0,1,0,175500
397,294,60,3,70.04995836802665,16659,2,2,2,2,1.5,1,8,4,4,13,7,7,6,1,5.0,1468,795,0,2,1,3,1,3,9,1,4.0,2,539,3,2,0,250,0,0,0,0,0,0,0,0,0,0,1,0,235000
398,299,60,3,90.0,11700,2,1,2,2,1.0,1,4,4,4,13,6,6,6,1,5.0,1041,702,1,1,2,3,1,2,7,1,4.0,2,539,3,2,224,0,0,0,0,0,0,0,0,0,0,0,1,0,175000
399,317,60,3,94.0,13005,2,2,2,2,1.5,1,4,4,4,13,7,7,6,1,5.0,1153,1200,0,2,1,4,1,4,10,1,4.0,2,484,3,2,288,195,0,0,0,0,4,0,0,0,0,0,1,0,260000
400,320,80,3,70.04995836802665,14115,2,1,2,2,1.0,1,4,4,4,13,7,5,6,1,5.0,1472,0,0,2,0,3,1,2,6,2,4.0,2,588,3,2,233,48,0,0,0,0,0,0,0,0,0,0,1,0,187500
401,339,20,3,91.0,14145,2,1,2,2,1.5,1,4,4,4,13,7,7,6,1,5.0,1621,0,0,2,0,3,1,3,8,0,4.0,2,440,3,2,108,45,0,0,0,0,0,400,0,0,0,0,1,0,202500
402,365,60,3,70.04995836802665,18800,2,2,2,2,1.0,1,4,4,4,13,6,5,6,1,5.0,790,784,0,2,1,3,1,2,6,1,4.0,2,566,3,2,306,111,0,0,0,0,0,0,0,0,0,0,1,0,190000
403,422,20,3,70.04995836802665,16635,2,2,2,2,1.0,1,4,4,4,13,6,7,6,1,5.0,1602,0,1,2,0,3,1,3,8,1,4.0,2,529,3,2,240,0,0,0,0,0,0,0,0,0,0,0,1,0,215000
404,456,20,3,80.0,9600,2,1,2,2,1.0,1,4,4,4,13,7,6,6,1,5.0,1242,0,0,1,1,3,1,2,6,1,4.0,2,528,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,175500
405,472,60,3,92.0,11952,2,1,2,2,1.0,1,8,4,4,13,7,6,6,1,5.0,1161,808,0,2,1,3,1,2,8,1,4.0,2,534,3,2,0,0,0,0,276,0,0,0,0,0,0,0,1,0,190000
406,488,20,3,70.0,12243,2,2,2,2,1.0,1,4,4,4,13,5,6,6,1,5.0,1484,0,0,2,0,3,1,2,7,1,4.0,2,487,3,2,224,0,0,0,180,0,0,0,0,0,0,0,1,0,175000
407,517,80,3,70.04995836802665,10448,2,2,2,2,1.5,1,4,4,4,13,6,6,6,1,5.0,1378,741,0,2,1,3,1,2,7,1,4.0,2,583,3,2,0,104,0,0,0,0,4,0,1,0,0,0,0,0,158000
408,543,20,3,78.0,10140,2,1,2,2,1.0,1,3,4,4,13,7,5,6,1,5.0,1680,0,0,2,0,3,1,3,7,1,4.0,2,583,3,2,78,73,0,0,0,0,0,0,0,0,0,0,1,0,213250
409,546,50,3,70.04995836802665,13837,2,2,2,2,1.5,1,4,4,4,13,7,5,6,1,5.0,1377,806,0,2,1,4,1,3,9,0,4.0,3,786,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,229000
410,612,80,3,70.04995836802665,10395,2,2,2,2,1.0,1,4,4,4,13,6,6,6,1,5.0,1032,0,1,2,0,3,1,2,6,1,4.0,2,564,3,2,0,0,0,0,0,0,3,500,0,0,0,0,1,0,148000
411,622,60,3,90.0,10800,2,1,2,2,1.0,1,4,4,4,13,6,7,6,1,5.0,1548,1066,0,2,1,4,1,2,9,1,4.0,2,624,3,2,38,243,0,0,0,0,0,0,0,0,0,0,1,0,240000
412,625,60,3,80.0,10400,2,1,2,2,1.0,1,4,4,4,13,6,5,6,1,5.0,1012,778,0,1,2,4,1,2,8,1,4.0,2,484,3,2,148,0,0,0,147,0,0,0,0,0,0,0,1,0,165150
413,633,20,3,85.0,11900,2,1,2,2,1.0,1,4,4,4,13,7,5,6,1,5.0,1411,0,0,2,0,3,1,2,6,1,4.0,2,544,3,2,192,0,0,0,0,0,0,0,0,0,0,1,0,0,82500
414,644,60,3,80.0,10793,2,1,2,2,1.0,1,3,4,4,13,5,5,6,1,5.0,780,840,0,2,1,4,1,2,7,0,4.0,2,462,3,2,208,0,0,0,0,0,2,0,0,0,0,0,1,0,152000
415,661,60,3,70.04995836802665,12384,2,1,2,2,3.0,1,4,4,4,13,7,7,6,1,5.0,1142,793,0,2,1,3,1,2,7,1,4.0,2,550,3,2,0,113,252,0,0,0,0,0,0,0,0,0,1,0,197900
416,702,20,3,80.0,9600,2,1,2,2,1.0,1,4,4,4,13,7,5,6,1,5.0,1164,0,0,1,1,3,1,2,6,0,4.0,2,528,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,140000
417,716,20,3,78.0,10140,2,1,2,2,1.0,1,4,4,4,13,6,5,6,1,5.0,1350,0,0,2,0,3,1,2,7,1,4.0,2,478,3,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,165000
418,718,20,3,80.0,10000,2,1,2,2,1.0,1,4,4,4,13,5,6,6,1,5.0,1178,0,1,1,1,3,1,3,5,1,4.0,2,439,3,2,224,0,0,0,0,0,3,0,0,0,0,0,1,0,157000
419,746,60,3,70.04995836802665,8963,2,2,2,2,1.0,1,4,4,4,13,8,9,6,1,5.0,1175,1540,1,3,1,4,1,3,11,2,5.0,2,831,3,2,0,204,0,0,0,0,0,0,0,0,0,0,1,0,299800
420,767,60,3,80.0,10421,2,1,2,2,1.0,1,4,4,4,13,7,5,6,1,5.0,980,734,0,2,1,3,1,2,7,1,4.0,2,496,3,2,228,66,156,0,0,0,3,500,0,0,0,0,1,0,196500
421,786,20,3,70.04995836802665,9790,2,1,2,2,1.0,1,2,4,4,13,6,5,6,1,5.0,1342,0,0,2,0,3,1,2,7,1,4.0,2,457,3,2,0,0,0,0,197,0,0,0,0,0,0,0,1,0,161500
422,811,20,3,78.0,10140,2,1,2,2,1.0,1,4,4,4,13,6,6,6,1,5.0,1309,0,0,1,1,3,1,3,5,1,4.0,2,484,3,2,265,0,0,0,0,2,4,0,0,0,0,0,1,0,181000
423,859,20,3,80.0,10400,2,1,2,2,1.0,1,4,4,4,13,7,5,6,1,5.0,1370,0,0,2,0,3,1,2,6,1,4.0,2,479,3,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,152000
424,860,60,3,70.04995836802665,11029,2,2,2,2,1.5,1,8,4,4,13,6,7,6,1,5.0,1512,1142,0,2,1,4,1,3,9,1,4.0,2,619,3,2,0,65,0,0,222,0,0,0,0,0,0,0,1,0,250000
425,925,20,3,79.0,10240,2,1,2,2,1.0,1,4,4,4,13,6,6,6,1,5.0,1686,0,0,2,0,3,1,2,7,1,4.0,2,612,3,2,384,131,0,0,0,0,0,0,0,0,0,0,1,0,207500
426,926,20,3,70.04995836802665,15611,2,2,2,2,1.5,1,4,4,4,13,5,6,6,1,5.0,1126,0,1,2,0,3,1,4,6,0,4.0,2,540,3,2,180,0,0,0,0,0,0,0,1,0,0,0,0,0,175000
427,928,60,3,70.04995836802665,9900,2,1,2,2,1.0,1,2,4,4,13,7,5,6,1,5.0,1098,880,0,2,1,4,1,2,9,1,4.0,2,486,3,2,0,43,0,0,0,0,4,0,0,0,0,0,1,0,176000
428,950,20,3,78.0,9360,2,1,2,2,1.0,1,4,4,4,13,6,7,6,1,5.0,1381,0,0,1,1,3,1,3,5,1,4.0,2,676,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,197500
429,962,60,3,70.04995836802665,12227,2,2,2,2,1.5,1,7,4,4,13,6,7,6,1,5.0,1542,1330,0,2,1,4,1,2,11,1,4.0,2,619,3,2,550,282,0,0,0,0,0,0,0,0,0,0,1,0,272000
430,989,60,3,70.04995836802665,12046,2,2,2,2,1.0,1,4,4,4,13,6,6,6,1,5.0,1118,912,0,2,1,4,1,3,8,1,4.0,2,551,3,2,0,224,0,0,0,0,0,0,0,0,0,0,1,0,195000
431,998,20,3,70.04995836802665,11717,2,2,2,2,1.0,1,8,4,4,13,6,6,6,1,5.0,1442,0,0,2,0,2,1,2,6,1,4.0,2,615,3,2,371,0,0,0,0,0,0,0,0,0,0,0,1,0,185000
432,1004,90,3,70.04995836802665,11500,2,2,2,2,1.5,1,2,3,1,13,5,6,6,1,5.0,1680,0,0,2,0,4,2,2,8,0,3.0,2,528,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,136905
433,1016,60,3,70.0,8400,2,1,2,2,1.0,1,4,4,4,13,8,6,6,1,5.0,810,855,0,2,1,3,1,3,6,0,4.0,2,528,3,2,0,45,0,0,0,0,0,0,0,0,0,0,1,0,227000
434,1042,60,3,70.04995836802665,9130,2,1,2,2,1.0,1,2,4,4,13,6,8,6,1,5.0,800,832,1,1,1,4,1,3,7,0,4.0,2,484,3,2,0,40,0,0,0,0,0,0,0,0,0,0,1,0,173000
435,1045,20,3,80.0,9600,2,1,2,2,1.0,1,7,4,4,13,8,5,6,1,5.0,2524,0,0,2,1,4,1,3,9,1,4.0,2,542,3,2,474,120,0,0,0,0,3,0,0,0,0,0,1,0,278000
436,1056,20,3,104.0,11361,2,1,2,2,1.0,1,4,4,4,13,6,5,6,1,5.0,1523,0,1,2,0,3,1,2,7,1,4.0,2,478,3,2,0,0,0,0,189,0,3,0,1,0,0,0,0,0,180000
437,1072,60,3,78.0,11700,2,1,2,2,1.0,1,3,4,4,13,6,6,6,1,5.0,829,727,0,1,1,4,1,2,8,0,4.0,2,441,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,154000
438,1081,20,3,80.0,11040,2,1,2,2,1.0,1,4,4,4,13,6,7,6,1,5.0,1258,0,1,2,0,3,1,3,5,0,4.0,2,528,3,2,55,0,0,216,0,0,0,0,1,0,0,0,0,0,145000
439,1100,20,3,82.0,11880,2,2,2,2,1.0,1,3,4,4,13,7,5,6,1,5.0,1601,0,0,2,0,3,1,2,7,1,4.0,2,478,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,157000
440,1112,60,3,80.0,10480,2,1,2,2,1.0,1,4,4,4,13,7,6,6,1,5.0,1098,866,0,2,1,4,1,2,8,1,4.0,2,483,3,2,0,69,0,0,0,0,0,0,0,0,0,0,1,0,205000
441,1142,60,3,70.04995836802665,10304,2,2,2,2,3.0,1,7,4,4,13,5,7,6,1,5.0,1088,780,0,2,1,4,1,3,9,1,4.0,2,484,3,2,448,96,0,0,0,0,0,0,0,0,0,0,1,0,197500
442,1160,60,3,76.0,9120,2,1,2,2,1.0,1,4,4,4,13,6,6,6,1,5.0,943,933,0,2,1,4,1,3,8,1,4.0,2,540,3,2,0,69,0,0,0,0,0,0,0,0,0,0,1,0,185000
443,1205,20,3,78.0,10140,2,1,2,2,1.0,1,4,4,4,13,5,6,6,1,5.0,1074,0,0,1,1,3,1,2,6,0,4.0,2,495,3,2,0,88,0,0,0,0,3,0,0,0,0,0,1,0,153500
444,1243,85,3,85.0,10625,2,1,2,2,1.0,1,4,4,4,13,7,6,6,1,5.0,1173,0,0,2,0,3,1,3,6,2,4.0,2,528,3,2,0,120,0,0,0,0,3,0,0,0,0,1,0,0,170000
445,1246,80,3,78.0,12090,2,1,2,2,1.0,1,4,4,4,13,6,7,6,1,5.0,1140,728,0,3,1,3,1,2,7,1,5.0,2,477,3,2,268,112,0,0,147,0,0,0,1,0,0,0,0,0,178000
446,1272,20,3,70.04995836802665,9156,2,2,2,2,1.0,1,7,4,4,13,6,7,6,1,5.0,1489,0,0,2,0,3,1,3,7,1,4.0,2,462,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,185750
447,1277,60,3,70.04995836802665,12936,2,2,2,2,3.0,1,4,4,4,13,6,6,6,1,5.0,735,660,1,1,1,3,1,2,6,1,4.0,2,497,3,2,294,116,0,0,0,0,0,0,0,0,0,0,1,0,162000
448,1278,80,3,70.04995836802665,17871,2,2,2,2,3.0,1,4,4,4,13,6,5,6,1,5.0,1724,0,0,1,1,3,1,2,7,1,4.0,2,480,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,197900
449,1287,20,3,70.04995836802665,9790,2,1,2,2,1.0,1,2,4,4,13,6,5,6,1,5.0,1328,0,0,1,1,3,1,2,6,2,4.0,2,528,3,2,0,26,0,0,0,0,0,0,0,0,0,0,1,0,143000
450,1294,60,3,78.0,10140,2,1,2,2,1.0,1,4,4,4,13,7,5,6,1,5.0,832,832,0,2,1,4,1,2,8,1,4.0,2,528,3,2,0,28,0,0,259,0,2,0,0,0,0,0,1,0,162900
451,1336,20,3,80.0,9650,2,1,2,2,1.0,1,4,4,4,13,6,5,6,1,5.0,1334,0,1,2,0,2,1,2,6,1,4.0,2,630,3,2,0,16,0,0,0,0,0,0,0,0,0,0,1,0,167900
452,1337,90,3,87.0,9246,2,2,2,2,1.0,1,2,4,1,13,5,5,6,1,5.0,1656,0,0,2,0,4,2,2,8,0,3.0,2,506,3,2,0,211,0,0,0,0,0,0,0,0,0,0,1,0,135000
453,1347,20,3,70.04995836802665,20781,2,3,2,2,3.0,1,7,4,4,13,7,7,6,1,5.0,2156,0,0,2,0,3,1,2,9,1,4.0,2,508,3,2,0,80,0,290,0,0,0,0,0,0,0,0,1,0,262500
454,1356,80,3,102.0,10192,2,2,2,2,1.0,1,4,4,4,13,7,6,6,1,5.0,1222,698,0,3,0,4,1,3,8,1,4.0,2,487,3,2,0,98,0,0,0,0,4,0,0,0,0,0,1,0,170000
455,1387,60,3,80.0,16692,2,2,2,2,1.0,1,3,4,4,13,7,5,6,1,5.0,1392,1392,0,3,1,5,1,3,12,2,4.0,2,564,3,2,0,112,0,0,440,1,3,2000,0,0,0,0,1,0,250000
456,1410,60,3,46.0,20544,2,2,2,2,3.0,1,4,4,4,13,7,6,6,1,5.0,1236,857,0,2,1,3,1,2,7,1,4.0,2,542,3,2,364,63,0,0,0,0,3,0,0,0,0,0,1,0,215000
457,1421,60,3,90.0,11700,2,1,2,2,1.5,1,4,4,4,13,6,6,6,1,5.0,708,708,0,2,1,3,1,2,7,1,4.0,2,776,3,2,0,169,0,0,119,0,0,0,0,0,0,0,1,0,179900
458,1430,20,3,70.04995836802665,12546,2,2,2,2,1.5,1,4,4,4,13,6,7,6,1,5.0,1440,0,0,2,0,3,1,3,7,1,4.0,2,467,3,2,0,0,99,0,0,0,0,0,0,0,0,0,1,0,182900
459,1440,60,3,80.0,11584,2,1,2,2,1.0,1,4,4,4,13,7,6,6,1,5.0,1040,685,0,2,1,3,1,2,6,1,4.0,2,550,3,2,0,88,216,0,0,0,0,0,0,0,0,0,1,0,197000
460,1457,20,3,85.0,13175,2,1,2,2,1.0,1,4,4,4,13,6,6,6,1,5.0,2073,0,0,2,0,3,1,2,7,2,4.0,2,500,3,2,349,0,0,0,0,0,3,0,0,0,0,0,1,0,210000
461,9,50,2,51.0,6120,2,1,2,2,1.0,1,0,4,4,5,7,5,6,1,3.0,1022,752,0,2,0,2,2,2,8,2,3.0,2,468,3,2,90,0,205,0,0,0,0,0,1,0,0,0,0,0,129900
462,49,190,2,33.0,4456,2,1,2,2,1.0,1,4,4,0,5,4,5,6,1,5.0,736,716,0,2,0,2,3,2,8,0,0.0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,1,113000
463,64,70,2,50.0,10300,2,2,1,2,1.0,1,3,2,4,5,7,6,6,1,5.0,902,808,0,2,0,3,1,2,9,0,3.0,2,480,3,2,12,11,64,0,0,0,4,0,0,0,0,0,1,0,140000
464,69,30,2,47.0,4608,2,1,2,2,1.5,1,0,4,4,5,4,6,6,1,5.0,747,0,0,1,0,2,1,2,4,0,4.0,1,220,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80000
465,75,50,2,60.0,5790,2,1,2,2,1.5,1,4,4,4,5,3,6,6,0,5.0,840,765,0,2,0,3,2,2,8,0,3.0,1,379,3,2,0,0,202,0,0,0,0,0,0,0,0,0,1,0,107400
466,80,50,2,60.0,10440,2,1,2,2,1.5,1,4,4,4,5,5,6,6,1,5.0,682,548,0,1,1,2,1,2,5,0,3.0,2,440,3,2,74,0,128,0,0,0,3,0,0,0,0,0,1,0,110000
467,94,190,1,60.0,7200,2,1,2,2,1.5,1,4,4,0,5,6,6,5,0,5.0,1260,1031,1,2,0,4,2,2,9,1,3.0,2,506,3,2,0,0,0,0,99,0,0,0,0,0,0,0,1,0,133900
468,107,30,2,60.0,10800,2,1,2,2,1.0,1,4,4,4,5,4,7,6,1,5.0,1047,0,0,1,0,2,1,2,6,0,3.0,1,273,2,0,0,0,0,0,0,0,0,450,0,0,0,0,1,0,100000
469,108,20,2,50.0,6000,2,1,2,2,1.0,1,4,4,4,5,5,5,6,1,5.0,789,0,0,1,0,2,1,2,5,0,3.0,1,250,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115000
470,128,45,2,55.0,4388,2,2,1,2,1.0,1,2,4,4,5,5,7,6,1,5.0,840,0,0,1,0,3,1,2,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87000
471,155,30,2,84.0,11340,2,1,2,2,1.5,1,4,4,4,5,6,5,6,1,4.0,1200,0,0,1,0,4,1,2,7,0,3.0,1,312,2,2,0,0,228,0,0,0,0,0,0,0,0,1,0,0,125000
472,164,45,3,55.0,5500,2,1,2,2,1.0,1,4,4,4,5,4,6,6,1,5.0,882,0,0,1,0,1,1,2,4,0,0.0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,103200
473,165,40,2,40.0,5400,2,1,2,2,1.5,1,4,4,4,5,6,7,6,1,4.0,1149,467,0,2,0,3,1,3,5,0,3.0,1,216,3,2,0,0,183,0,0,0,0,0,0,0,0,0,1,0,152000
474,171,50,2,70.04995836802665,12358,2,2,2,2,1.0,1,2,4,4,5,5,6,6,1,5.0,854,0,0,1,1,2,1,2,7,0,3.0,2,660,3,2,237,0,0,0,0,0,0,0,0,0,0,0,1,0,128500
475,180,30,2,60.0,8520,2,1,2,2,1.0,1,4,4,4,5,5,6,6,1,5.0,968,0,0,1,0,2,1,2,5,0,3.0,2,480,3,0,0,0,184,0,0,0,0,0,0,0,0,0,1,0,100000
476,184,50,2,63.0,11426,2,1,2,2,1.0,1,4,4,4,5,7,5,6,1,5.0,1362,720,0,2,1,3,1,3,6,0,3.0,2,484,3,0,280,238,0,0,0,0,0,0,0,0,0,0,1,0,200000
477,186,75,2,90.0,22950,2,3,2,2,1.0,1,0,4,4,5,10,9,6,1,5.0,1518,1518,0,2,1,4,1,4,12,2,3.0,3,840,3,2,0,260,0,0,410,0,4,0,0,0,0,0,1,0,475000
478,188,50,3,60.0,10410,2,1,2,2,1.0,1,4,4,4,5,5,7,6,1,5.0,808,704,0,2,1,3,1,2,8,0,3.0,1,180,2,0,0,0,0,140,0,0,3,0,0,0,0,0,1,0,135000
479,199,75,2,92.0,5520,2,1,2,2,1.5,1,4,4,4,5,6,6,6,1,5.0,929,929,0,1,0,5,1,2,8,0,0.0,0,0,0,2,0,198,30,0,0,0,3,0,1,0,0,0,0,0,104000
480,203,50,3,50.0,7000,2,1,2,2,1.5,1,0,4,4,5,6,6,6,1,5.0,865,445,0,2,0,2,1,2,6,0,4.0,1,398,3,2,0,0,126,0,0,0,0,0,0,0,0,0,1,0,112000
481,205,50,2,50.0,3500,2,1,2,2,1.0,1,4,4,4,5,5,7,6,1,5.0,720,564,0,1,1,2,1,2,5,0,3.0,1,240,3,2,0,35,0,0,0,0,1,0,0,0,0,0,1,0,110000
482,218,70,2,57.0,9906,2,1,2,2,1.0,1,4,4,4,5,4,4,6,0,5.0,810,518,0,1,0,3,1,2,8,0,3.0,1,210,3,2,0,172,60,0,0,0,0,0,0,0,0,1,0,0,107000
483,242,30,2,40.0,3880,2,1,2,2,1.0,1,4,4,4,5,5,9,6,1,5.0,866,0,0,1,0,2,1,3,4,0,0.0,0,0,0,2,58,42,0,0,0,0,0,0,0,0,0,0,1,0,110500
484,243,50,2,63.0,5000,2,1,2,2,1.5,1,4,4,4,5,5,4,6,0,4.0,889,551,0,1,0,3,1,2,6,0,4.0,1,352,3,2,0,0,77,0,0,0,0,0,0,0,0,0,1,0,79000
485,247,190,2,69.0,9142,2,1,2,2,1.0,1,4,4,0,5,6,8,6,0,2.0,908,1020,0,2,0,4,2,1,9,0,3.0,1,440,1,2,0,60,112,0,0,0,0,0,0,0,0,0,1,0,137000
